product_id,product_name,product_category,freshness_score,days_since_arrival,days_to_expiry,original_price,cost_price,current_stock,daily_sales,demand_level,season,discount_percentage,remaining_shelf_life_days
200310,Cheese,Dairy,0.32,13,8,222.08,147.54,176,64,medium,summer,15.2,8
200311,Grapes,Fruits,0.74,3,3,131.21,91.17,74,58,high,rainy,6.1,3
200312,Fish Fillet,Meat,0.86,1,4,351.09,280.97,107,13,low,summer,18.0,4
200313,Croissant,Bakery,0.91,1,2,56.68,42.48,158,26,low,summer,20.1,2
200314,Milk,Dairy,0.9,1,4,53.42,32.15,78,64,high,winter,2.5,4
200315,Papaya,Fruits,0.67,3,1,75.09,47.18,122,51,medium,summer,14.7,1
200316,Grapes,Fruits,0.57,6,2,142.37,96.38,279,52,low,winter,22.9,2
200317,Sausage,Meat,0.92,0,10,167.28,134.08,70,10,low,rainy,12.4,10
200318,Cake,Bakery,0.8,1,4,275.41,174.05,227,28,low,summer,22.1,4
200319,Spinach,Vegetables,0.69,3,1,28.83,18.27,278,32,low,rainy,28.3,1
200320,Bun,Bakery,0.99,0,2,30.04,24.31,159,66,medium,winter,15.3,2
200321,Fish Fillet,Meat,0.89,1,2,318.4,209.24,104,39,medium,rainy,13.4,2
200322,Cheese,Dairy,0.6,8,13,197.73,150.74,140,25,low,summer,14.3,13
200323,Paneer,Dairy,0.94,0,7,126.46,90.57,122,62,high,rainy,0.0,7
200324,Carrot,Vegetables,0.96,1,12,42.94,32.52,64,38,high,summer,0.0,12
200325,Croissant,Bakery,0.99,0,2,57.32,44.89,103,46,medium,rainy,12.1,2
200326,Papaya,Fruits,0.7,3,2,77.23,62.56,268,42,low,rainy,15.4,2
200327,Cucumber,Vegetables,0.94,0,7,33.9,20.39,167,83,medium,summer,1.3,7
200328,Carrot,Vegetables,0.99,0,14,40.83,27.72,152,18,low,winter,16.2,14
200329,Milk,Dairy,0.54,5,1,58.01,44.78,271,37,low,summer,20.2,1
200330,Papaya,Fruits,0.86,0,5,76.51,60.37,182,26,low,rainy,16.4,5
200331,Orange,Fruits,0.71,6,4,90.17,69.88,114,77,high,winter,4.0,4
200332,Milk,Dairy,0.68,4,2,52.17,33.9,285,67,medium,winter,16.8,2
200333,Cucumber,Vegetables,0.84,3,3,33.6,27.49,263,74,medium,summer,7.6,3
200334,Milk,Dairy,0.53,5,2,58.63,47.26,217,48,low,rainy,17.0,2
200335,Apple,Fruits,0.63,6,7,132.77,94.74,109,66,high,rainy,0.0,7
200336,Milk,Dairy,0.71,4,3,57.9,46.08,159,29,low,rainy,18.1,3
200337,Carrot,Vegetables,0.82,4,11,42.77,34.89,100,56,high,rainy,0.0,11
200338,Chicken Breast,Meat,0.71,4,1,241.71,161.69,118,27,medium,winter,13.0,1
200339,Milk,Dairy,0.65,4,2,52.42,32.36,256,36,low,rainy,27.9,2
200340,Spinach,Vegetables,0.73,2,1,28.13,17.0,85,65,high,summer,10.3,1
200341,Carrot,Vegetables,0.69,12,3,41.37,30.11,97,72,high,rainy,4.4,3
200342,Sausage,Meat,0.89,2,8,178.92,133.83,152,22,low,rainy,15.9,8
200343,Paneer,Dairy,0.75,2,6,124.65,89.81,214,30,low,summer,16.7,6
200344,Orange,Fruits,0.75,3,7,85.4,52.85,73,15,low,summer,9.4,7
200345,Papaya,Fruits,0.86,1,5,83.92,66.63,141,71,high,winter,0.0,5
200346,Orange,Fruits,0.66,7,2,90.47,69.71,63,15,medium,winter,11.2,2
200347,Apple,Fruits,0.94,0,11,149.48,104.52,275,21,low,rainy,18.0,11
200348,Sausage,Meat,0.68,7,3,188.48,153.99,48,27,high,winter,8.3,3
200349,Milk,Dairy,0.77,3,3,58.81,40.72,128,48,medium,winter,7.4,3
200350,Chicken Breast,Meat,0.75,2,2,273.75,193.77,76,37,medium,summer,15.3,2
200351,Tomato,Vegetables,0.69,7,2,33.3,26.15,101,13,low,winter,22.5,2
200352,Apple,Fruits,0.86,0,11,135.68,86.14,219,68,medium,summer,1.4,11
200353,Croissant,Bakery,0.86,2,1,59.92,47.16,131,54,medium,rainy,11.6,1
200354,Milk,Dairy,0.74,4,2,58.26,43.35,88,42,medium,winter,13.2,2
200355,Mutton,Meat,0.72,5,1,671.71,416.96,51,42,high,rainy,9.6,1
200356,Apple,Fruits,0.76,4,7,136.22,104.61,107,27,medium,summer,2.0,7
200357,Grapes,Fruits,0.7,3,4,124.52,88.99,169,26,low,rainy,21.8,4
200358,Cucumber,Vegetables,0.83,3,4,35.89,26.2,93,26,medium,summer,7.5,4
200359,Chicken Breast,Meat,0.82,1,5,246.26,193.05,145,15,low,summer,20.1,5
200360,Yogurt,Dairy,0.76,2,6,63.12,40.68,278,76,medium,summer,8.7,6
200361,Chicken Breast,Meat,0.87,1,5,258.23,172.92,120,41,medium,winter,2.2,5
200362,Potato,Vegetables,0.73,8,11,33.54,20.56,254,61,medium,summer,4.9,11
200363,Grapes,Fruits,0.88,2,6,124.78,83.85,164,35,low,rainy,9.8,6
200364,Cake,Bakery,0.73,4,2,265.88,202.47,112,77,high,summer,9.3,2
200365,Mutton,Meat,0.76,5,2,709.97,511.14,136,42,medium,winter,13.5,2
200366,Orange,Fruits,0.95,0,9,83.68,62.3,285,13,low,summer,16.4,9
200367,Banana,Fruits,0.72,3,4,54.76,40.24,204,59,medium,summer,9.7,4
200368,Potato,Vegetables,0.69,5,15,32.96,21.07,305,41,low,summer,16.7,15
200369,Tomato,Vegetables,0.88,1,7,37.0,26.12,76,70,high,summer,0.0,7
200370,Paneer,Dairy,0.87,1,6,119.69,90.01,188,26,low,rainy,19.6,6
200371,Paneer,Dairy,0.99,0,6,124.96,86.93,160,80,medium,winter,1.4,6
200372,Spinach,Vegetables,0.94,1,4,29.92,19.51,163,62,medium,summer,6.1,4
200373,Potato,Vegetables,0.88,4,17,31.16,19.08,266,68,medium,winter,0.2,17
200374,Orange,Fruits,0.71,6,3,91.11,57.61,231,69,medium,rainy,8.7,3
200375,Tomato,Vegetables,0.78,3,6,33.14,25.67,315,55,low,summer,11.3,6
200376,Carrot,Vegetables,0.93,1,14,40.81,26.4,133,66,medium,winter,0.0,14
200377,Bread,Bakery,0.92,3,1,42.08,26.63,109,29,medium,rainy,9.2,1
200378,Muffin,Bakery,0.87,2,3,34.31,22.16,225,48,low,winter,17.8,3
200379,Muffin,Bakery,0.87,2,1,38.33,29.58,110,53,medium,rainy,15.1,1
200380,Croissant,Bakery,0.93,2,2,54.27,33.46,224,36,low,winter,22.8,2
200381,Bread,Bakery,0.93,1,2,40.88,29.04,88,57,high,winter,7.5,2
200382,Papaya,Fruits,0.97,0,5,75.63,47.04,171,75,medium,summer,0.8,5
200383,Orange,Fruits,0.65,6,4,88.2,59.49,293,82,medium,summer,12.5,4
200384,Banana,Fruits,0.99,0,6,53.83,39.1,278,76,medium,winter,0.0,6
200385,Milk,Dairy,0.75,4,3,56.88,45.92,112,77,high,winter,6.5,3
200386,Cheese,Dairy,0.35,13,8,202.59,148.89,233,55,medium,summer,10.2,8
200387,Minced Meat,Meat,0.72,3,2,279.99,185.61,164,35,low,rainy,21.4,2
200388,Sausage,Meat,0.61,8,2,188.46,146.12,90,41,medium,winter,16.0,2
200389,Chicken Breast,Meat,0.86,2,2,249.31,198.1,60,15,medium,rainy,11.7,2
200390,Potato,Vegetables,0.84,5,14,35.05,27.92,75,48,high,rainy,0.0,14
200391,Apple,Fruits,0.74,6,7,133.83,82.09,170,60,medium,rainy,3.0,7
200392,Orange,Fruits,0.7,4,5,90.95,73.1,308,15,low,summer,18.5,5
200393,Orange,Fruits,0.84,3,8,94.59,60.58,239,77,medium,rainy,1.7,8
200394,Tomato,Vegetables,0.82,3,6,32.24,22.64,73,44,high,rainy,0.2,6
200395,Orange,Fruits,0.65,7,3,89.01,71.82,196,78,medium,winter,10.8,3
200396,Minced Meat,Meat,0.85,1,3,327.17,222.84,106,11,low,summer,21.7,3
200397,Apple,Fruits,0.51,8,3,139.25,84.66,90,33,medium,summer,11.6,3
200398,Muffin,Bakery,0.88,1,4,36.45,26.27,153,19,low,rainy,20.6,4
200399,Milk,Dairy,0.85,2,3,54.78,36.01,92,15,low,summer,17.8,3
200400,Cheese,Dairy,0.65,7,12,217.43,176.07,187,57,medium,winter,6.0,12
200401,Cake,Bakery,0.8,2,4,246.25,197.76,187,79,medium,summer,8.1,4
200402,Grapes,Fruits,0.95,0,7,120.36,93.95,211,35,low,winter,12.2,7
200403,Bread,Bakery,0.82,3,1,43.25,31.28,167,75,medium,rainy,9.4,1
200404,Papaya,Fruits,0.88,1,4,87.29,64.38,194,39,low,summer,15.2,4
200405,Butter,Dairy,0.63,13,18,92.48,72.24,279,31,low,rainy,19.2,18
200406,Yogurt,Dairy,0.69,4,3,64.64,40.3,127,77,high,winter,5.1,3
200407,Sausage,Meat,0.93,0,9,192.3,147.8,74,16,low,winter,11.4,9
200408,Potato,Vegetables,0.99,2,18,29.62,18.07,287,27,low,winter,12.7,18
200409,Sausage,Meat,0.7,6,4,196.67,126.92,86,24,medium,rainy,10.2,4
200410,Fish Fillet,Meat,0.87,2,2,334.94,213.55,60,36,high,winter,7.7,2
200411,Spinach,Vegetables,0.87,0,4,25.9,17.04,166,25,low,summer,21.0,4
200412,Milk,Dairy,0.69,3,3,55.37,34.34,146,59,medium,rainy,9.9,3
200413,Fish Fillet,Meat,0.74,3,1,359.43,236.44,93,34,medium,winter,13.7,1
200414,Banana,Fruits,0.74,3,4,52.38,32.86,243,18,low,rainy,21.9,4
200415,Mutton,Meat,0.68,4,4,689.05,495.93,131,20,low,summer,22.7,4
200416,Apple,Fruits,0.84,2,9,142.96,106.54,192,46,medium,rainy,3.6,9
200417,Tomato,Vegetables,0.84,3,5,34.84,23.18,64,65,high,winter,0.0,5
200418,Orange,Fruits,0.66,5,5,86.62,69.79,231,85,medium,summer,5.1,5
200419,Muffin,Bakery,0.99,2,3,38.47,27.38,80,42,high,winter,3.9,3
200420,Milk,Dairy,0.65,4,2,59.99,37.95,197,18,low,summer,31.8,2
200421,Bun,Bakery,0.94,1,2,26.82,17.27,164,34,low,rainy,20.9,2
200422,Muffin,Bakery,0.74,3,2,34.96,22.78,163,25,low,summer,23.3,2
200423,Muffin,Bakery,0.89,1,2,36.0,22.75,167,41,medium,rainy,9.7,2
200424,Mutton,Meat,0.91,2,5,787.11,512.95,143,13,low,winter,15.6,5
200425,Cake,Bakery,0.99,0,5,254.93,162.48,151,68,medium,rainy,1.8,5
200426,Cheese,Dairy,0.6,8,12,194.97,157.63,244,85,medium,summer,6.3,12
200427,Milk,Dairy,0.68,4,2,61.18,37.0,147,74,high,winter,9.3,2
200428,Papaya,Fruits,0.85,1,4,83.86,56.17,180,16,low,rainy,25.1,4
200429,Spinach,Vegetables,0.68,3,1,29.74,23.09,301,62,low,rainy,19.0,1
200430,Grapes,Fruits,0.8,1,6,122.27,88.14,179,53,medium,summer,1.7,6
200431,Paneer,Dairy,0.62,5,1,121.56,78.64,63,77,high,rainy,14.1,1
200432,Croissant,Bakery,0.96,0,2,55.2,33.36,164,24,low,summer,25.6,2
200433,Milk,Dairy,0.98,0,6,52.52,36.52,235,60,medium,summer,3.2,6
200434,Potato,Vegetables,0.78,2,18,32.02,23.86,138,56,medium,summer,3.1,18
200435,Carrot,Vegetables,0.99,0,13,39.04,27.8,171,56,medium,winter,0.0,13
200436,Orange,Fruits,0.73,5,4,88.58,69.38,108,41,medium,rainy,11.5,4
200437,Tomato,Vegetables,0.71,4,3,35.02,28.21,87,61,high,summer,6.8,3
200438,Banana,Fruits,0.75,4,1,54.29,36.38,95,13,low,winter,28.8,1
200439,Cheese,Dairy,0.63,7,13,193.86,142.72,253,42,low,summer,18.3,13
200440,Spinach,Vegetables,0.81,1,3,26.18,16.63,200,63,medium,rainy,4.0,3
200441,Mutton,Meat,0.79,4,3,776.02,585.25,141,40,medium,winter,7.2,3
200442,Bun,Bakery,0.96,0,3,30.49,23.15,248,31,low,winter,24.3,3
200443,Tomato,Vegetables,0.94,3,6,33.96,24.93,157,66,medium,winter,0.0,6
200444,Butter,Dairy,0.35,27,2,102.71,69.64,156,6,low,winter,31.2,2
200445,Butter,Dairy,0.32,26,5,88.62,67.33,234,12,low,winter,25.4,5
200446,Spinach,Vegetables,0.75,2,2,29.98,22.54,277,26,low,summer,24.8,2
200447,Butter,Dairy,0.76,7,22,99.13,71.7,169,56,medium,rainy,4.5,22
200448,Sausage,Meat,0.61,8,1,176.46,136.1,66,13,low,summer,19.6,1
200449,Banana,Fruits,0.75,4,2,50.68,38.87,103,43,medium,winter,12.8,2
200450,Bun,Bakery,0.94,2,1,25.78,16.91,198,30,low,winter,23.0,1
200451,Muffin,Bakery,0.8,2,3,38.44,25.44,157,40,medium,summer,5.9,3
200452,Minced Meat,Meat,0.85,1,2,311.52,226.74,114,20,low,summer,19.8,2
200453,Tomato,Vegetables,0.91,1,6,38.5,26.39,126,70,high,winter,0.0,6
200454,Potato,Vegetables,0.99,0,20,34.42,25.04,305,81,medium,rainy,2.6,20
200455,Spinach,Vegetables,0.88,2,1,30.07,19.15,148,71,medium,rainy,11.2,1
200456,Cucumber,Vegetables,0.89,2,5,33.73,22.99,219,85,medium,winter,0.0,5
200457,Muffin,Bakery,0.8,3,1,36.4,29.29,115,38,medium,winter,11.8,1
200458,Yogurt,Dairy,0.49,6,2,64.94,41.27,78,27,medium,rainy,18.5,2
200459,Apple,Fruits,0.93,2,10,135.6,93.63,287,30,low,winter,15.8,10
200460,Croissant,Bakery,0.85,0,2,53.75,43.97,118,49,medium,summer,10.5,2
200461,Orange,Fruits,0.78,4,6,86.88,59.29,239,48,low,rainy,11.8,6
200462,Yogurt,Dairy,0.57,5,4,64.17,51.78,151,33,low,rainy,16.7,4
200463,Orange,Fruits,0.81,2,8,95.81,65.91,176,39,low,summer,8.0,8
200464,Grapes,Fruits,0.56,6,1,138.65,112.29,238,38,low,winter,17.1,1
200465,Butter,Dairy,0.27,27,4,92.28,68.64,189,37,low,winter,24.0,4
200466,Minced Meat,Meat,0.74,3,1,323.83,224.45,59,41,high,rainy,10.4,1
200467,Spinach,Vegetables,0.88,2,3,30.32,19.26,152,24,low,winter,19.2,3
200468,Banana,Fruits,0.89,0,6,52.45,33.76,202,47,medium,summer,2.7,6
200469,Butter,Dairy,0.28,23,6,92.69,73.68,292,36,low,summer,17.3,6
200470,Fish Fillet,Meat,0.68,3,1,349.65,244.71,115,15,low,summer,28.0,1
200471,Spinach,Vegetables,0.99,0,4,26.67,16.71,271,84,medium,winter,7.8,4
200472,Yogurt,Dairy,0.84,2,5,65.8,42.69,74,45,high,winter,0.0,5
200473,Potato,Vegetables,0.78,11,10,30.51,20.69,87,59,high,winter,0.0,10
200474,Milk,Dairy,0.79,4,1,53.96,32.39,216,69,medium,winter,16.2,1
200475,Banana,Fruits,0.79,2,5,52.6,32.38,265,57,low,summer,7.1,5
200476,Bun,Bakery,0.99,0,2,28.47,18.68,214,28,low,winter,27.6,2
200477,Spinach,Vegetables,0.94,1,3,27.2,22.14,68,40,high,winter,1.0,3
200478,Butter,Dairy,0.72,6,24,99.33,60.74,147,42,medium,summer,4.6,24
200479,Cheese,Dairy,0.88,0,19,211.59,167.13,165,85,high,summer,0.9,19
200480,Papaya,Fruits,0.78,3,3,78.51,53.83,102,34,medium,rainy,9.8,3
200481,Chicken Breast,Meat,0.89,0,5,274.65,180.87,86,37,medium,summer,6.4,5
200482,Milk,Dairy,0.76,2,5,53.43,34.54,159,60,medium,summer,7.5,5
200483,Papaya,Fruits,0.99,0,4,76.76,58.23,222,54,medium,winter,5.6,4
200484,Potato,Vegetables,0.87,1,20,34.68,27.12,258,19,low,summer,16.6,20
200485,Chicken Breast,Meat,0.73,3,3,285.66,214.03,40,38,high,rainy,4.5,3
200486,Potato,Vegetables,0.45,18,2,34.94,21.55,146,29,low,summer,26.7,2
200487,Banana,Fruits,0.64,5,2,60.28,46.65,194,24,low,winter,19.2,2
200488,Apple,Fruits,0.95,2,9,142.18,113.27,293,37,low,winter,11.8,9
200489,Bread,Bakery,0.93,0,3,40.76,26.81,208,79,medium,rainy,7.4,3
200490,Papaya,Fruits,0.7,3,1,87.11,71.31,201,83,medium,summer,15.6,1
200491,Cheese,Dairy,0.36,14,6,225.35,135.65,112,32,medium,rainy,10.4,6
200492,Orange,Fruits,0.88,1,10,87.22,69.76,245,40,low,summer,10.1,10
200493,Bun,Bakery,0.95,0,2,30.55,23.99,189,48,medium,rainy,10.7,2
200494,Cheese,Dairy,0.3,16,4,198.37,149.03,147,6,low,rainy,20.4,4
200495,Spinach,Vegetables,0.7,3,2,28.34,18.74,117,51,medium,rainy,14.3,2
200496,Butter,Dairy,0.32,24,7,95.2,68.24,180,39,low,summer,18.2,7
200497,Bread,Bakery,0.89,1,4,39.19,31.07,89,35,medium,summer,8.3,4
200498,Chicken Breast,Meat,0.78,2,2,239.87,191.62,168,8,low,rainy,20.0,2
200499,Chicken Breast,Meat,0.92,2,4,281.66,185.35,47,13,medium,winter,6.2,4
200500,Grapes,Fruits,0.95,0,7,123.05,86.18,280,77,medium,rainy,1.4,7
200501,Grapes,Fruits,0.87,0,7,141.39,102.03,251,30,low,summer,17.4,7
200502,Bread,Bakery,0.86,0,3,44.79,32.97,81,45,high,rainy,3.5,3
200503,Butter,Dairy,0.42,21,8,91.35,71.87,286,36,low,summer,19.7,8
200504,Potato,Vegetables,0.61,15,5,34.77,24.28,90,48,high,winter,0.0,5
200505,Paneer,Dairy,0.58,5,2,111.74,85.35,228,51,medium,winter,19.1,2
200506,Grapes,Fruits,0.95,0,7,135.49,104.05,60,27,medium,winter,1.9,7
200507,Cheese,Dairy,0.72,6,14,221.28,133.88,294,42,low,rainy,17.0,14
200508,Yogurt,Dairy,0.62,4,5,71.78,58.4,144,57,medium,summer,6.8,5
200509,Tomato,Vegetables,0.93,1,6,34.47,26.62,150,51,medium,rainy,0.0,6
200510,Milk,Dairy,0.97,0,6,59.23,47.21,120,68,high,rainy,0.0,6
200511,Carrot,Vegetables,0.79,6,9,40.76,30.65,151,49,medium,summer,6.4,9
200512,Cucumber,Vegetables,0.71,6,2,34.35,23.34,149,21,low,rainy,27.0,2
200513,Spinach,Vegetables,0.91,1,4,27.21,21.78,156,33,low,rainy,11.1,4
200514,Potato,Vegetables,0.82,5,14,34.69,22.76,70,42,high,winter,0.0,14
200515,Papaya,Fruits,0.62,4,1,87.5,55.37,120,34,medium,rainy,15.0,1
200516,Butter,Dairy,0.17,27,2,90.2,63.32,229,38,low,rainy,23.2,2
200517,Bun,Bakery,0.86,0,3,28.65,22.03,232,68,medium,rainy,4.1,3
200518,Carrot,Vegetables,0.83,3,10,39.23,24.21,156,44,medium,rainy,5.2,10
200519,Sausage,Meat,0.69,4,6,172.07,104.01,174,26,low,summer,19.4,6
200520,Yogurt,Dairy,0.77,2,6,68.36,52.38,241,53,low,summer,12.1,6
200521,Papaya,Fruits,0.89,1,3,86.05,63.13,270,32,low,summer,25.1,3
200522,Yogurt,Dairy,0.62,5,3,72.36,58.89,136,79,high,winter,4.7,3
200523,Cake,Bakery,0.75,4,1,244.31,156.16,125,70,high,summer,9.7,1
200524,Tomato,Vegetables,0.52,7,1,35.51,26.79,299,13,low,summer,20.1,1
200525,Chicken Breast,Meat,0.8,2,3,252.79,168.55,163,35,low,winter,15.4,3
200526,Banana,Fruits,0.56,5,1,54.78,34.15,92,55,high,summer,11.8,1
200527,Cucumber,Vegetables,0.79,3,5,36.05,25.72,296,15,low,winter,16.2,5
200528,Apple,Fruits,0.87,0,12,147.85,105.66,153,59,medium,summer,4.0,12
200529,Yogurt,Dairy,0.96,1,6,66.84,50.47,267,57,low,winter,3.1,6
200530,Orange,Fruits,0.8,2,7,85.08,53.98,274,15,low,summer,17.4,7
200531,Grapes,Fruits,0.96,1,6,139.27,109.07,243,36,low,winter,14.2,6
200532,Paneer,Dairy,0.87,2,4,111.9,79.36,235,77,medium,winter,6.3,4
200533,Milk,Dairy,0.84,2,3,51.83,38.77,244,66,medium,rainy,4.1,3
200534,Grapes,Fruits,0.59,5,1,121.8,81.53,66,50,high,summer,9.2,1
200535,Apple,Fruits,0.91,0,12,153.23,101.92,95,61,high,summer,0.0,12
200536,Chicken Breast,Meat,0.85,0,5,269.38,198.16,134,24,low,summer,13.4,5
200537,Bun,Bakery,0.81,2,1,28.65,23.35,189,72,medium,rainy,11.3,1
200538,Spinach,Vegetables,0.72,2,2,25.88,15.82,62,31,medium,summer,14.5,2
200539,Milk,Dairy,0.95,0,5,54.04,38.23,222,82,medium,rainy,2.5,5
200540,Grapes,Fruits,0.94,0,6,133.61,100.44,214,56,medium,winter,2.6,6
200541,Paneer,Dairy,0.68,3,4,130.46,106.29,263,59,medium,rainy,10.9,4
200542,Tomato,Vegetables,0.67,7,2,37.76,24.69,121,21,low,summer,23.5,2
200543,Butter,Dairy,0.35,25,4,104.42,64.89,311,10,low,rainy,31.1,4
200544,Cake,Bakery,0.88,2,3,243.04,168.9,166,26,low,rainy,19.3,3
200545,Muffin,Bakery,0.92,1,2,34.12,24.23,240,34,low,winter,22.7,2
200546,Orange,Fruits,0.6,8,1,90.72,70.36,60,52,high,rainy,14.0,1
200547,Bread,Bakery,0.75,3,2,43.69,30.53,178,42,medium,summer,15.8,2
200548,Fish Fillet,Meat,0.91,1,2,313.57,203.13,113,8,low,rainy,28.4,2
200549,Paneer,Dairy,0.74,2,6,121.23,91.54,189,26,low,summer,19.6,6
200550,Grapes,Fruits,0.85,1,7,123.01,78.82,132,59,medium,rainy,0.7,7
200551,Yogurt,Dairy,0.55,6,3,68.99,52.38,175,35,low,rainy,20.2,3
200552,Tomato,Vegetables,0.81,4,4,34.58,26.91,281,28,low,rainy,19.5,4
200553,Butter,Dairy,0.42,21,10,94.43,64.38,65,38,high,winter,3.8,10
200554,Cheese,Dairy,0.37,14,6,194.62,137.85,287,10,low,winter,27.3,6
200555,Butter,Dairy,0.86,3,28,94.64,60.66,307,85,medium,summer,5.2,28
200556,Bread,Bakery,0.91,2,3,41.99,25.4,207,65,medium,winter,9.1,3
200557,Banana,Fruits,0.83,2,5,52.31,34.35,179,49,medium,rainy,3.6,5
200558,Paneer,Dairy,0.79,1,7,130.36,101.88,260,65,medium,summer,7.0,7
200559,Papaya,Fruits,0.88,1,3,81.54,52.63,91,65,high,summer,1.4,3
200560,Spinach,Vegetables,0.69,3,1,28.3,20.26,121,13,low,rainy,28.2,1
200561,Potato,Vegetables,0.63,10,10,33.99,24.35,314,23,low,summer,24.0,10
200562,Grapes,Fruits,0.69,4,2,122.18,89.7,149,36,medium,summer,16.6,2
200563,Fish Fillet,Meat,0.9,2,1,346.89,218.32,126,37,medium,rainy,11.8,1
200564,Croissant,Bakery,0.82,1,2,55.38,35.48,109,64,high,rainy,7.5,2
200565,Bun,Bakery,0.89,1,3,27.56,18.91,249,78,medium,winter,6.6,3
200566,Cucumber,Vegetables,0.64,6,2,38.91,27.6,210,58,medium,summer,13.5,2
200567,Muffin,Bakery,0.88,1,2,34.55,23.55,204,97,medium,summer,11.1,2
200568,Yogurt,Dairy,0.72,4,4,72.03,47.07,81,68,high,winter,4.8,4
200569,Milk,Dairy,0.85,3,3,58.28,35.6,61,26,medium,winter,7.3,3
200570,Carrot,Vegetables,0.84,4,9,37.8,26.16,239,34,low,rainy,14.8,9
200571,Grapes,Fruits,0.68,4,2,121.32,83.61,99,57,high,winter,10.5,2
200572,Cucumber,Vegetables,0.84,1,7,35.42,23.09,217,59,medium,rainy,4.0,7
200573,Spinach,Vegetables,0.91,1,2,29.55,22.62,304,22,low,winter,20.3,2
200574,Apple,Fruits,0.95,0,12,152.96,92.65,100,80,high,summer,0.0,12
200575,Bun,Bakery,0.82,2,1,26.62,18.87,123,69,high,rainy,10.5,1
200576,Yogurt,Dairy,0.78,3,5,68.86,50.14,250,75,medium,rainy,5.0,5
200577,Tomato,Vegetables,0.89,1,6,37.08,23.48,194,27,low,summer,14.3,6
200578,Croissant,Bakery,0.86,2,1,58.98,39.74,215,47,low,summer,19.9,1
200579,Yogurt,Dairy,0.98,0,8,73.73,59.95,103,60,high,winter,0.0,8
200580,Yogurt,Dairy,0.48,7,1,67.48,47.29,281,33,low,rainy,30.5,1
200581,Butter,Dairy,0.69,7,22,104.24,82.94,247,87,medium,summer,6.3,22
200582,Bun,Bakery,0.81,2,2,27.48,19.11,225,35,low,rainy,23.9,2
200583,Banana,Fruits,0.88,1,4,51.02,35.8,283,25,low,winter,22.7,4
200584,Sausage,Meat,0.81,3,8,184.75,114.5,47,27,high,winter,3.8,8
200585,Muffin,Bakery,0.9,0,4,38.1,31.15,152,41,medium,summer,5.9,4
200586,Potato,Vegetables,0.9,5,15,34.35,26.5,291,26,low,rainy,17.2,15
200587,Yogurt,Dairy,0.86,2,6,69.12,54.93,249,44,low,rainy,10.1,6
200588,Minced Meat,Meat,0.79,2,1,312.68,197.3,160,39,medium,rainy,13.0,1
200589,Croissant,Bakery,0.86,0,2,52.5,39.2,118,45,medium,summer,12.7,2
200590,Chicken Breast,Meat,0.64,4,1,271.92,201.36,177,15,low,rainy,21.4,1
200591,Paneer,Dairy,0.57,4,3,125.88,89.17,260,34,low,summer,27.6,3
200592,Muffin,Bakery,0.89,1,4,37.86,28.74,251,32,low,winter,22.8,4
200593,Butter,Dairy,0.78,5,25,93.05,66.79,142,42,medium,rainy,3.5,25
200594,Chicken Breast,Meat,0.75,3,1,248.52,196.99,97,9,low,winter,19.6,1
200595,Tomato,Vegetables,0.71,6,2,37.11,23.22,134,25,low,winter,21.0,2
200596,Tomato,Vegetables,0.67,5,4,38.08,25.41,263,78,medium,summer,8.3,4
200597,Carrot,Vegetables,0.69,12,3,42.61,31.42,201,76,medium,winter,6.2,3
200598,Yogurt,Dairy,0.93,0,8,68.75,49.47,261,53,low,rainy,9.1,8
200599,Fish Fillet,Meat,0.79,2,2,339.63,208.73,68,41,high,rainy,11.4,2
200600,Cheese,Dairy,0.43,13,6,202.69,162.44,153,21,low,winter,17.9,6
200601,Butter,Dairy,0.79,6,25,90.15,67.51,296,30,low,summer,19.6,25
200602,Butter,Dairy,0.82,7,24,94.71,59.19,123,55,medium,summer,1.3,24
200603,Bread,Bakery,0.87,3,2,41.74,29.56,205,89,medium,rainy,11.4,2
200604,Cake,Bakery,0.91,0,5,240.37,174.4,162,63,medium,summer,1.5,5
200605,Milk,Dairy,0.92,1,5,57.09,43.2,260,81,medium,winter,0.0,5
200606,Cake,Bakery,0.81,3,2,278.32,212.21,211,22,low,rainy,21.1,2
200607,Butter,Dairy,0.89,2,28,102.44,74.54,197,83,medium,summer,5.5,28
200608,Butter,Dairy,0.44,19,12,95.17,72.06,80,42,high,summer,5.0,12
200609,Chicken Breast,Meat,0.75,4,1,281.77,183.04,116,40,medium,winter,14.8,1
200610,Carrot,Vegetables,0.66,12,2,38.89,30.42,221,71,medium,rainy,8.7,2
200611,Papaya,Fruits,0.74,3,2,82.1,57.27,180,71,medium,rainy,13.3,2
200612,Cake,Bakery,0.91,0,5,277.4,214.91,169,46,medium,summer,0.0,5
200613,Apple,Fruits,0.89,1,10,149.05,104.25,134,80,high,rainy,0.4,10
200614,Bun,Bakery,0.96,0,3,27.47,17.84,133,85,high,summer,3.6,3
200615,Paneer,Dairy,0.6,6,2,131.76,96.27,100,33,medium,winter,18.4,2
200616,Minced Meat,Meat,0.95,0,4,303.12,224.94,61,38,high,summer,4.6,4
200617,Sausage,Meat,0.95,0,10,173.14,139.06,60,35,high,summer,0.0,10
200618,Cake,Bakery,0.84,2,2,273.76,210.88,83,22,medium,rainy,13.1,2
200619,Carrot,Vegetables,0.68,11,4,39.82,31.69,72,67,high,rainy,7.0,4
200620,Milk,Dairy,0.84,2,4,52.46,40.6,77,24,medium,winter,5.8,4
